Customer,Product,Month,Year,Date,Sales,Financial Year
Customer 1,Product 5,September,2023,01-Sep-23,527496,2023-2024
Customer 1,Product 5,October,2023,01-Oct-23,244910,2023-2024
Customer 1,Product 5,November,2023,01-Nov-23,19750,2023-2024
Customer 1,Product 5,December,2023,01-Dec-23,1333639,2023-2024
Customer 2,Product 5,May,2023,01-May-23,113443,2023-2024
Customer 2,Product 5,June,2023,01-Jun-23,660773,2023-2024
Customer 2,Product 5,July,2023,01-Jul-23,82042,2023-2024
Customer 2,Product 5,August,2023,01-Aug-23,233062,2023-2024
Customer 2,Product 5,September,2023,01-Sep-23,959833,2023-2024
Customer 2,Product 5,October,2023,01-Oct-23,116050,2023-2024
Customer 2,Product 5,November,2023,01-Nov-23,320594,2023-2024
Customer 2,Product 5,December,2023,01-Dec-23,1657388,2023-2024
Customer 3,Product 5,April,2023,01-Apr-23,988743,2023-2024
Customer 3,Product 5,May,2023,01-May-23,442218,2023-2024
Customer 3,Product 5,June,2023,01-Jun-23,466191,2023-2024
Customer 3,Product 5,July,2023,01-Jul-23,2380455,2023-2024
Customer 3,Product 5,August,2023,01-Aug-23,137491,2023-2024
Customer 3,Product 5,October,2023,01-Oct-23,963147,2023-2024
Customer 3,Product 5,November,2023,01-Nov-23,967455,2023-2024
Customer 3,Product 5,December,2023,01-Dec-23,1480163,2023-2024
Customer 5,Product 5,May,2023,01-May-23,142661,2023-2024
Customer 5,Product 5,July,2023,01-Jul-23,795364,2023-2024
Customer 5,Product 5,October,2023,01-Oct-23,115267,2023-2024
Customer 5,Product 5,November,2023,01-Nov-23,229637,2023-2024
Customer 6,Product 5,May,2023,01-May-23,768647,2023-2024
Customer 6,Product 5,June,2023,01-Jun-23,1179087,2023-2024
Customer 6,Product 5,July,2023,01-Jul-23,272836,2023-2024
Customer 6,Product 5,August,2023,01-Aug-23,353213,2023-2024
Customer 6,Product 5,September,2023,01-Sep-23,215734,2023-2024
Customer 6,Product 5,November,2023,01-Nov-23,192310,2023-2024
Customer 6,Product 5,December,2023,01-Dec-23,1062471,2023-2024
Customer 7,Product 5,May,2023,01-May-23,3684,2023-2024
Customer 7,Product 5,June,2023,01-Jun-23,284873,2023-2024
Customer 7,Product 5,July,2023,01-Jul-23,486098,2023-2024
Customer 7,Product 5,August,2023,01-Aug-23,153053,2023-2024
Customer 7,Product 5,October,2023,01-Oct-23,478402,2023-2024
Customer 7,Product 5,November,2023,01-Nov-23,187600,2023-2024
Customer 7,Product 5,December,2023,01-Dec-23,378221,2023-2024
Customer 8,Product 5,May,2023,01-May-23,567122,2023-2024
Customer 8,Product 5,June,2023,01-Jun-23,408578,2023-2024
Customer 8,Product 5,July,2023,01-Jul-23,317452,2023-2024
Customer 8,Product 5,August,2023,01-Aug-23,1043630,2023-2024
Customer 8,Product 5,September,2023,01-Sep-23,273153,2023-2024
Customer 8,Product 5,October,2023,01-Oct-23,298624,2023-2024
Customer 8,Product 5,November,2023,01-Nov-23,407262,2023-2024
Customer 8,Product 5,December,2023,01-Dec-23,557765,2023-2024
Customer 9,Product 5,May,2023,01-May-23,152270,2023-2024
Customer 9,Product 5,June,2023,01-Jun-23,1511270,2023-2024
Customer 9,Product 5,July,2023,01-Jul-23,45217,2023-2024
Customer 9,Product 5,August,2023,01-Aug-23,2207449,2023-2024
Customer 9,Product 5,September,2023,01-Sep-23,80555,2023-2024
Customer 9,Product 5,December,2023,01-Dec-23,2583930,2023-2024
Customer 10,Product 5,May,2023,01-May-23,68773,2023-2024
Customer 10,Product 5,June,2023,01-Jun-23,143579,2023-2024
Customer 10,Product 5,July,2023,01-Jul-23,218210,2023-2024
Customer 9,Product 5,January,2022,01-Jan-22,414156,2021-2022
Customer 9,Product 5,February,2022,01-Feb-22,853086,2021-2022
Customer 9,Product 5,March,2022,01-Mar-22,1968302,2021-2022
Customer 11,Product 5,January,2022,01-Jan-22,175192,2021-2022
Customer 11,Product 5,February,2022,01-Feb-22,248841,2021-2022
Customer 11,Product 5,March,2022,01-Mar-22,175079,2021-2022
Customer 12,Product 5,January,2022,01-Jan-22,207737,2021-2022
Customer 12,Product 5,February,2022,01-Feb-22,7477,2021-2022
Customer 12,Product 5,March,2022,01-Mar-22,2319277,2021-2022
Customer 2,Product 5,January,2022,01-Jan-22,35098,2021-2022
Customer 2,Product 5,February,2022,01-Feb-22,2037250,2021-2022
Customer 2,Product 5,March,2022,01-Mar-22,1924734,2021-2022
Customer 7,Product 5,January,2022,01-Jan-22,231867,2021-2022
Customer 7,Product 5,March,2022,01-Mar-22,194311,2021-2022
Customer 10,Product 5,January,2022,01-Jan-22,177092,2021-2022
Customer 10,Product 5,February,2022,01-Feb-22,187658,2021-2022
Customer 10,Product 5,March,2022,01-Mar-22,41487,2021-2022
Customer 1,Product 5,January,2022,01-Jan-22,76060,2021-2022
Customer 1,Product 5,February,2022,01-Feb-22,311972,2021-2022
Customer 1,Product 5,March,2022,01-Mar-22,678286,2021-2022
Customer 8,Product 5,January,2022,01-Jan-22,488707,2021-2022
Customer 8,Product 5,February,2022,01-Feb-22,198913,2021-2022
Customer 8,Product 5,March,2022,01-Mar-22,751301,2021-2022
Customer 8,Product 5,January,2022,01-Jan-22,15308,2021-2022
Customer 8,Product 5,February,2022,01-Feb-22,512652,2021-2022
Customer 8,Product 5,March,2022,01-Mar-22,1070137,2021-2022
Customer 13,Product 5,January,2022,01-Jan-22,185596,2021-2022
Customer 13,Product 5,February,2022,01-Feb-22,170602,2021-2022
Customer 13,Product 5,March,2022,01-Mar-22,293574,2021-2022
Customer 14,Product 5,January,2022,01-Jan-22,670131,2021-2022
Customer 14,Product 5,February,2022,01-Feb-22,543101,2021-2022
Customer 14,Product 5,March,2022,01-Mar-22,448812,2021-2022
Customer 9,Product 5,May,2022,01-May-22,1034048,2022-2023
Customer 9,Product 5,June,2022,01-Jun-22,968633,2022-2023
Customer 9,Product 5,July,2022,01-Jul-22,1026997,2022-2023
Customer 9,Product 5,August,2022,01-Aug-22,208749,2022-2023
Customer 9,Product 5,September,2022,01-Sep-22,62366,2022-2023
Customer 9,Product 5,October,2022,01-Oct-22,286996,2022-2023
Customer 9,Product 5,November,2022,01-Nov-22,183513,2022-2023
Customer 9,Product 5,December,2022,01-Dec-22,1470232,2022-2023
Customer 3,Product 5,April,2022,01-Apr-22,65556,2022-2023
Customer 3,Product 5,May,2022,01-May-22,1040963,2022-2023
Customer 3,Product 5,June,2022,01-Jun-22,1047162,2022-2023
Customer 3,Product 5,July,2022,01-Jul-22,504571,2022-2023
Customer 3,Product 5,August,2022,01-Aug-22,562385,2022-2023
Customer 3,Product 5,September,2022,01-Sep-22,145262,2022-2023
Customer 3,Product 5,October,2022,01-Oct-22,139308,2022-2023
Customer 3,Product 5,November,2022,01-Nov-22,1095242,2022-2023
Customer 3,Product 5,December,2022,01-Dec-22,746653,2022-2023
Customer 6,Product 5,April,2022,01-Apr-22,292555,2022-2023
Customer 6,Product 5,July,2022,01-Jul-22,610153,2022-2023
Customer 6,Product 5,September,2022,01-Sep-22,219021,2022-2023
Customer 6,Product 5,October,2022,01-Oct-22,1391551,2022-2023
Customer 6,Product 5,November,2022,01-Nov-22,37650,2022-2023
Customer 2,Product 5,April,2022,01-Apr-22,29671,2022-2023
Customer 2,Product 5,June,2022,01-Jun-22,146396,2022-2023
Customer 2,Product 5,August,2022,01-Aug-22,157076,2022-2023
Customer 2,Product 5,September,2022,01-Sep-22,272869,2022-2023
Customer 2,Product 5,October,2022,01-Oct-22,472570,2022-2023
Customer 2,Product 5,November,2022,01-Nov-22,236548,2022-2023
Customer 2,Product 5,December,2022,01-Dec-22,1050430,2022-2023
Customer 7,Product 5,August,2022,01-Aug-22,81121,2022-2023
Customer 10,Product 5,April,2022,01-Apr-22,15875,2022-2023
Customer 10,Product 5,June,2022,01-Jun-22,149022,2022-2023
Customer 10,Product 5,July,2022,01-Jul-22,184088,2022-2023
Customer 10,Product 5,September,2022,01-Sep-22,126751,2022-2023
Customer 1,Product 5,April,2022,01-Apr-22,34069,2022-2023
Customer 1,Product 5,May,2022,01-May-22,887909,2022-2023
Customer 1,Product 5,June,2022,01-Jun-22,195925,2022-2023
Customer 1,Product 5,July,2022,01-Jul-22,626495,2022-2023
Customer 1,Product 5,August,2022,01-Aug-22,120090,2022-2023
Customer 1,Product 5,September,2022,01-Sep-22,138025,2022-2023
Customer 1,Product 5,October,2022,01-Oct-22,281517,2022-2023
Customer 1,Product 5,November,2022,01-Nov-22,427657,2022-2023
Customer 1,Product 5,December,2022,01-Dec-22,129794,2022-2023
Customer 8,Product 5,June,2022,01-Jun-22,131647,2022-2023
Customer 8,Product 5,July,2022,01-Jul-22,45000,2022-2023
Customer 8,Product 5,August,2022,01-Aug-22,244686,2022-2023
Customer 8,Product 5,September,2022,01-Sep-22,393841,2022-2023
Customer 8,Product 5,October,2022,01-Oct-22,253056,2022-2023
Customer 8,Product 5,November,2022,01-Nov-22,301808,2022-2023
Customer 8,Product 5,December,2022,01-Dec-22,745663,2022-2023
Customer 13,Product 5,May,2022,01-May-22,218354,2022-2023
Customer 13,Product 5,June,2022,01-Jun-22,366618,2022-2023
Customer 13,Product 5,July,2022,01-Jul-22,76151,2022-2023
Customer 13,Product 5,August,2022,01-Aug-22,69006,2022-2023
Customer 13,Product 5,September,2022,01-Sep-22,377343,2022-2023
Customer 13,Product 5,October,2022,01-Oct-22,229852,2022-2023
Customer 13,Product 5,November,2022,01-Nov-22,48793,2022-2023
Customer 13,Product 5,December,2022,01-Dec-22,251304,2022-2023
Customer 14,Product 5,October,2022,01-Oct-22,53805,2022-2023
Customer 9,Product 4,January,2023,01-Jan-23,570057,2022-2023
Customer 9,Product 4,February,2023,01-Feb-23,3192912,2022-2023
Customer 9,Product 4,March,2023,01-Mar-23,20184267,2022-2023
Customer 3,Product 4,January,2023,01-Jan-23,410808,2022-2023
Customer 3,Product 4,February,2023,01-Feb-23,754877,2022-2023
Customer 3,Product 4,March,2023,01-Mar-23,892427,2022-2023
Customer 6,Product 4,January,2023,01-Jan-23,1317760,2022-2023
Customer 6,Product 4,February,2023,01-Feb-23,7257427,2022-2023
Customer 6,Product 4,March,2023,01-Mar-23,9325420,2022-2023
Customer 2,Product 4,January,2023,01-Jan-23,5143474,2022-2023
Customer 2,Product 4,February,2023,01-Feb-23,2811898,2022-2023
Customer 2,Product 4,March,2023,01-Mar-23,6569972,2022-2023
Customer 7,Product 4,January,2023,01-Jan-23,197304,2022-2023
Customer 7,Product 4,March,2023,01-Mar-23,425034,2022-2023
Customer 1,Product 4,January,2023,01-Jan-23,601106,2022-2023
Customer 1,Product 4,February,2023,01-Feb-23,346677,2022-2023
Customer 1,Product 4,March,2023,01-Mar-23,254568,2022-2023
Customer 8,Product 4,January,2023,01-Jan-23,4750979,2022-2023
Customer 8,Product 4,February,2023,01-Feb-23,5971518,2022-2023
Customer 8,Product 4,March,2023,01-Mar-23,7165288,2022-2023
Customer 13,Product 4,January,2023,01-Jan-23,1353326,2022-2023
Customer 13,Product 4,February,2023,01-Feb-23,3334363,2022-2023
Customer 13,Product 4,March,2023,01-Mar-23,1316127,2022-2023
Customer 14,Product 4,January,2023,01-Jan-23,593151,2022-2023
Customer 14,Product 4,February,2023,01-Feb-23,871671,2022-2023
Customer 14,Product 4,March,2023,01-Mar-23,3402341,2022-2023
Customer 1,Product 4,April,2023,01-Apr-23,893149,2023-2024
Customer 1,Product 4,May,2023,01-May-23,306233,2023-2024
Customer 1,Product 4,June,2023,01-Jun-23,221920,2023-2024
Customer 1,Product 4,July,2023,01-Jul-23,185570,2023-2024
Customer 1,Product 4,August,2023,01-Aug-23,1154523,2023-2024
Customer 1,Product 4,September,2023,01-Sep-23,39080,2023-2024
Customer 1,Product 4,October,2023,01-Oct-23,423856,2023-2024
Customer 1,Product 4,December,2023,01-Dec-23,315869,2023-2024
Customer 2,Product 4,April,2023,01-Apr-23,1204535,2023-2024
Customer 2,Product 4,May,2023,01-May-23,2577930,2023-2024
Customer 2,Product 4,June,2023,01-Jun-23,1891089,2023-2024
Customer 2,Product 4,July,2023,01-Jul-23,4206404,2023-2024
Customer 2,Product 4,August,2023,01-Aug-23,2931517,2023-2024
Customer 2,Product 4,September,2023,01-Sep-23,3474266,2023-2024
Customer 2,Product 4,October,2023,01-Oct-23,3982015,2023-2024
Customer 2,Product 4,November,2023,01-Nov-23,3168422,2023-2024
Customer 2,Product 4,December,2023,01-Dec-23,1200606,2023-2024
Customer 3,Product 4,April,2023,01-Apr-23,807400,2023-2024
Customer 3,Product 4,May,2023,01-May-23,945399,2023-2024
Customer 3,Product 4,June,2023,01-Jun-23,1543610,2023-2024
Customer 3,Product 4,July,2023,01-Jul-23,955262,2023-2024
Customer 3,Product 4,August,2023,01-Aug-23,645841,2023-2024
Customer 3,Product 4,September,2023,01-Sep-23,395129,2023-2024
Customer 3,Product 4,October,2023,01-Oct-23,277242,2023-2024
Customer 3,Product 4,November,2023,01-Nov-23,996460,2023-2024
Customer 3,Product 4,December,2023,01-Dec-23,503965,2023-2024
Customer 5,Product 4,April,2023,01-Apr-23,1466829,2023-2024
Customer 5,Product 4,May,2023,01-May-23,599775,2023-2024
Customer 5,Product 4,June,2023,01-Jun-23,556194,2023-2024
Customer 5,Product 4,July,2023,01-Jul-23,3353193,2023-2024
Customer 5,Product 4,August,2023,01-Aug-23,887943,2023-2024
Customer 5,Product 4,September,2023,01-Sep-23,2556770,2023-2024
Customer 5,Product 4,October,2023,01-Oct-23,6812996,2023-2024
Customer 5,Product 4,November,2023,01-Nov-23,2087045,2023-2024
Customer 5,Product 4,December,2023,01-Dec-23,2024933,2023-2024
Customer 6,Product 4,April,2023,01-Apr-23,1497933,2023-2024
Customer 6,Product 4,May,2023,01-May-23,3077767,2023-2024
Customer 6,Product 4,June,2023,01-Jun-23,6466823,2023-2024
Customer 6,Product 4,July,2023,01-Jul-23,5264113,2023-2024
Customer 6,Product 4,August,2023,01-Aug-23,4958874,2023-2024
Customer 6,Product 4,September,2023,01-Sep-23,6731164,2023-2024
Customer 6,Product 4,October,2023,01-Oct-23,419905,2023-2024
Customer 6,Product 4,November,2023,01-Nov-23,5603753,2023-2024
Customer 6,Product 4,December,2023,01-Dec-23,4043047,2023-2024
Customer 7,Product 4,April,2023,01-Apr-23,124677,2023-2024
Customer 7,Product 4,May,2023,01-May-23,717263,2023-2024
Customer 7,Product 4,June,2023,01-Jun-23,729721,2023-2024
Customer 7,Product 4,July,2023,01-Jul-23,397994,2023-2024
Customer 7,Product 4,August,2023,01-Aug-23,19594,2023-2024
Customer 7,Product 4,September,2023,01-Sep-23,320583,2023-2024
Customer 7,Product 4,October,2023,01-Oct-23,95613,2023-2024
Customer 7,Product 4,November,2023,01-Nov-23,131707,2023-2024
Customer 8,Product 4,April,2023,01-Apr-23,1493188,2023-2024
Customer 8,Product 4,May,2023,01-May-23,6888758,2023-2024
Customer 8,Product 4,June,2023,01-Jun-23,5785937,2023-2024
Customer 8,Product 4,July,2023,01-Jul-23,6670343,2023-2024
Customer 8,Product 4,August,2023,01-Aug-23,4488426,2023-2024
Customer 8,Product 4,September,2023,01-Sep-23,4632255,2023-2024
Customer 8,Product 4,October,2023,01-Oct-23,7453971,2023-2024
Customer 8,Product 4,November,2023,01-Nov-23,924724,2023-2024
Customer 8,Product 4,December,2023,01-Dec-23,4325009,2023-2024
Customer 9,Product 4,May,2023,01-May-23,1616370,2023-2024
Customer 9,Product 4,June,2023,01-Jun-23,1576506,2023-2024
Customer 9,Product 4,July,2023,01-Jul-23,2723906,2023-2024
Customer 9,Product 4,August,2023,01-Aug-23,412254,2023-2024
Customer 9,Product 4,September,2023,01-Sep-23,2442570,2023-2024
Customer 9,Product 4,October,2023,01-Oct-23,1151928,2023-2024
Customer 9,Product 4,November,2023,01-Nov-23,504564,2023-2024
Customer 9,Product 4,December,2023,01-Dec-23,2107204,2023-2024
Customer 9,Product 4,May,2021,01-May-21,49241,2021-2022
Customer 9,Product 4,June,2021,01-Jun-21,2350325,2021-2022
Customer 9,Product 4,July,2021,01-Jul-21,2698565,2021-2022
Customer 9,Product 4,August,2021,01-Aug-21,1300519,2021-2022
Customer 9,Product 4,September,2021,01-Sep-21,1551328,2021-2022
Customer 9,Product 4,October,2021,01-Oct-21,4903587,2021-2022
Customer 9,Product 4,November,2021,01-Nov-21,1589216,2021-2022
Customer 9,Product 4,December,2021,01-Dec-21,941926,2021-2022
Customer 11,Product 4,June,2021,01-Jun-21,334318,2021-2022
Customer 11,Product 4,July,2021,01-Jul-21,564820,2021-2022
Customer 11,Product 4,August,2021,01-Aug-21,463247,2021-2022
Customer 11,Product 4,September,2021,01-Sep-21,582129,2021-2022
Customer 11,Product 4,October,2021,01-Oct-21,97537,2021-2022
Customer 11,Product 4,November,2021,01-Nov-21,332748,2021-2022
Customer 11,Product 4,December,2021,01-Dec-21,461901,2021-2022
Customer 12,Product 4,May,2021,01-May-21,3497935,2021-2022
Customer 12,Product 4,June,2021,01-Jun-21,4511610,2021-2022
Customer 12,Product 4,July,2021,01-Jul-21,4739881,2021-2022
Customer 12,Product 4,August,2021,01-Aug-21,5875670,2021-2022
Customer 12,Product 4,September,2021,01-Sep-21,1205446,2021-2022
Customer 12,Product 4,October,2021,01-Oct-21,8500741,2021-2022
Customer 12,Product 4,November,2021,01-Nov-21,1762922,2021-2022
Customer 12,Product 4,December,2021,01-Dec-21,4681933,2021-2022
Customer 2,Product 4,April,2021,01-Apr-21,389843,2021-2022
Customer 2,Product 4,May,2021,01-May-21,354986,2021-2022
Customer 2,Product 4,June,2021,01-Jun-21,4543128,2021-2022
Customer 2,Product 4,July,2021,01-Jul-21,1784394,2021-2022
Customer 2,Product 4,August,2021,01-Aug-21,3047894,2021-2022
Customer 2,Product 4,September,2021,01-Sep-21,1486966,2021-2022
Customer 2,Product 4,October,2021,01-Oct-21,3781992,2021-2022
Customer 2,Product 4,November,2021,01-Nov-21,4017083,2021-2022
Customer 2,Product 4,December,2021,01-Dec-21,285922,2021-2022
Customer 1,Product 4,May,2021,01-May-21,506,2021-2022
Customer 1,Product 4,June,2021,01-Jun-21,187692,2021-2022
Customer 1,Product 4,July,2021,01-Jul-21,1219892,2021-2022
Customer 1,Product 4,August,2021,01-Aug-21,1034502,2021-2022
Customer 1,Product 4,October,2021,01-Oct-21,1563273,2021-2022
Customer 1,Product 4,November,2021,01-Nov-21,248840,2021-2022
Customer 1,Product 4,December,2021,01-Dec-21,278966,2021-2022
Customer 8,Product 4,April,2021,01-Apr-21,279832,2021-2022
Customer 8,Product 4,May,2021,01-May-21,1431185,2021-2022
Customer 8,Product 4,June,2021,01-Jun-21,3863050,2021-2022
Customer 8,Product 4,July,2021,01-Jul-21,3323503,2021-2022
Customer 8,Product 4,August,2021,01-Aug-21,2317915,2021-2022
Customer 8,Product 4,September,2021,01-Sep-21,2595047,2021-2022
Customer 8,Product 4,October,2021,01-Oct-21,4558354,2021-2022
Customer 8,Product 4,November,2021,01-Nov-21,1069746,2021-2022
Customer 8,Product 4,December,2021,01-Dec-21,1364078,2021-2022
Customer 13,Product 4,April,2021,01-Apr-21,295745,2021-2022
Customer 13,Product 4,May,2021,01-May-21,124909,2021-2022
Customer 13,Product 4,June,2021,01-Jun-21,1609425,2021-2022
Customer 13,Product 4,July,2021,01-Jul-21,2314228,2021-2022
Customer 13,Product 4,August,2021,01-Aug-21,363306,2021-2022
Customer 13,Product 4,September,2021,01-Sep-21,761602,2021-2022
Customer 13,Product 4,October,2021,01-Oct-21,513882,2021-2022
Customer 13,Product 4,November,2021,01-Nov-21,2540570,2021-2022
Customer 13,Product 4,December,2021,01-Dec-21,2198369,2021-2022
Customer 14,Product 4,May,2021,01-May-21,893760,2021-2022
Customer 14,Product 4,June,2021,01-Jun-21,2992725,2021-2022
Customer 14,Product 4,July,2021,01-Jul-21,3554319,2021-2022
Customer 14,Product 4,August,2021,01-Aug-21,3668773,2021-2022
Customer 14,Product 4,September,2021,01-Sep-21,1172134,2021-2022
Customer 14,Product 4,October,2021,01-Oct-21,1028138,2021-2022
Customer 14,Product 4,November,2021,01-Nov-21,1488850,2021-2022
Customer 14,Product 4,December,2021,01-Dec-21,1073457,2021-2022
Customer 1,Product 4,January,2024,01-Jan-24,2035783,2023-2024
Customer 1,Product 4,February,2024,01-Feb-24,59352,2023-2024
Customer 1,Product 4,March,2024,01-Mar-24,324426,2023-2024
Customer 2,Product 4,January,2024,01-Jan-24,375996,2023-2024
Customer 2,Product 4,February,2024,01-Feb-24,2707763,2023-2024
Customer 2,Product 4,March,2024,01-Mar-24,5528209,2023-2024
Customer 3,Product 4,January,2024,01-Jan-24,742644,2023-2024
Customer 3,Product 4,February,2024,01-Feb-24,538313,2023-2024
Customer 3,Product 4,March,2024,01-Mar-24,385346,2023-2024
Customer 5,Product 4,January,2024,01-Jan-24,4081142,2023-2024
Customer 5,Product 4,February,2024,01-Feb-24,3944219,2023-2024
Customer 5,Product 4,March,2024,01-Mar-24,9900995,2023-2024
Customer 6,Product 4,January,2024,01-Jan-24,4589070,2023-2024
Customer 6,Product 4,February,2024,01-Feb-24,6320088,2023-2024
Customer 6,Product 4,March,2024,01-Mar-24,9670812,2023-2024
Customer 7,Product 4,January,2024,01-Jan-24,57571,2023-2024
Customer 7,Product 4,February,2024,01-Feb-24,38237,2023-2024
Customer 8,Product 4,January,2024,01-Jan-24,5908641,2023-2024
Customer 8,Product 4,February,2024,01-Feb-24,4940578,2023-2024
Customer 8,Product 4,March,2024,01-Mar-24,7812612,2023-2024
Customer 9,Product 4,January,2024,01-Jan-24,345173,2023-2024
Customer 9,Product 4,February,2024,01-Feb-24,6549776,2023-2024
Customer 9,Product 4,March,2024,01-Mar-24,17056666,2023-2024
Customer 9,Product 4,January,2022,01-Jan-22,4443759,2021-2022
Customer 9,Product 4,February,2022,01-Feb-22,387802,2021-2022
Customer 9,Product 4,March,2022,01-Mar-22,4822805,2021-2022
Customer 11,Product 4,January,2022,01-Jan-22,560784,2021-2022
Customer 11,Product 4,February,2022,01-Feb-22,609625,2021-2022
Customer 11,Product 4,March,2022,01-Mar-22,578834,2021-2022
Customer 12,Product 4,January,2022,01-Jan-22,3099013,2021-2022
Customer 12,Product 4,February,2022,01-Feb-22,2877553,2021-2022
Customer 12,Product 4,March,2022,01-Mar-22,8080722,2021-2022
Customer 2,Product 4,January,2022,01-Jan-22,2063754,2021-2022
Customer 2,Product 4,February,2022,01-Feb-22,3257060,2021-2022
Customer 2,Product 4,March,2022,01-Mar-22,2225946,2021-2022
Customer 10,Product 4,January,2022,01-Jan-22,282522,2021-2022
Customer 1,Product 4,January,2022,01-Jan-22,7758,2021-2022
Customer 1,Product 4,February,2022,01-Feb-22,217183,2021-2022
Customer 1,Product 4,March,2022,01-Mar-22,336535,2021-2022
Customer 8,Product 4,January,2022,01-Jan-22,1913904,2021-2022
Customer 8,Product 4,February,2022,01-Feb-22,3568938,2021-2022
Customer 8,Product 4,March,2022,01-Mar-22,4020172,2021-2022
Customer 13,Product 4,January,2022,01-Jan-22,588183,2021-2022
Customer 13,Product 4,February,2022,01-Feb-22,432530,2021-2022
Customer 13,Product 4,March,2022,01-Mar-22,2545635,2021-2022
Customer 14,Product 4,January,2022,01-Jan-22,3987141,2021-2022
Customer 14,Product 4,February,2022,01-Feb-22,317372,2021-2022
Customer 14,Product 4,March,2022,01-Mar-22,4746521,2021-2022
Customer 9,Product 4,April,2022,01-Apr-22,8969,2022-2023
Customer 9,Product 4,May,2022,01-May-22,738510,2022-2023
Customer 9,Product 4,June,2022,01-Jun-22,1051813,2022-2023
Customer 9,Product 4,July,2022,01-Jul-22,2586360,2022-2023
Customer 9,Product 4,August,2022,01-Aug-22,3358872,2022-2023
Customer 9,Product 4,September,2022,01-Sep-22,633355,2022-2023
Customer 9,Product 4,October,2022,01-Oct-22,7762128,2022-2023
Customer 9,Product 4,November,2022,01-Nov-22,287229,2022-2023
Customer 9,Product 4,December,2022,01-Dec-22,7518476,2022-2023
Customer 3,Product 4,April,2022,01-Apr-22,601826,2022-2023
Customer 3,Product 4,May,2022,01-May-22,208225,2022-2023
Customer 3,Product 4,June,2022,01-Jun-22,949637,2022-2023
Customer 3,Product 4,July,2022,01-Jul-22,513924,2022-2023
Customer 3,Product 4,August,2022,01-Aug-22,912807,2022-2023
Customer 3,Product 4,September,2022,01-Sep-22,799938,2022-2023
Customer 3,Product 4,October,2022,01-Oct-22,635607,2022-2023
Customer 3,Product 4,November,2022,01-Nov-22,916343,2022-2023
Customer 3,Product 4,December,2022,01-Dec-22,330720,2022-2023
Customer 6,Product 4,April,2022,01-Apr-22,3615752,2022-2023
Customer 6,Product 4,May,2022,01-May-22,3242206,2022-2023
Customer 6,Product 4,June,2022,01-Jun-22,1138794,2022-2023
Customer 6,Product 4,July,2022,01-Jul-22,6041900,2022-2023
Customer 6,Product 4,August,2022,01-Aug-22,9726366,2022-2023
Customer 6,Product 4,September,2022,01-Sep-22,1741796,2022-2023
Customer 6,Product 4,October,2022,01-Oct-22,7839863,2022-2023
Customer 6,Product 4,November,2022,01-Nov-22,4739586,2022-2023
Customer 6,Product 4,December,2022,01-Dec-22,6018176,2022-2023
Customer 2,Product 4,April,2022,01-Apr-22,1715735,2022-2023
Customer 2,Product 4,May,2022,01-May-22,220496,2022-2023
Customer 2,Product 4,June,2022,01-Jun-22,527148,2022-2023
Customer 2,Product 4,July,2022,01-Jul-22,4244606,2022-2023
Customer 2,Product 4,August,2022,01-Aug-22,6356577,2022-2023
Customer 2,Product 4,September,2022,01-Sep-22,3250280,2022-2023
Customer 2,Product 4,October,2022,01-Oct-22,3844102,2022-2023
Customer 2,Product 4,November,2022,01-Nov-22,2826071,2022-2023
Customer 2,Product 4,December,2022,01-Dec-22,1562897,2022-2023
Customer 1,Product 4,April,2022,01-Apr-22,19219,2022-2023
Customer 1,Product 4,May,2022,01-May-22,1548656,2022-2023
Customer 1,Product 4,June,2022,01-Jun-22,326160,2022-2023
Customer 1,Product 4,July,2022,01-Jul-22,510457,2022-2023
Customer 1,Product 4,August,2022,01-Aug-22,1494662,2022-2023
Customer 1,Product 4,September,2022,01-Sep-22,136466,2022-2023
Customer 1,Product 4,October,2022,01-Oct-22,175689,2022-2023
Customer 1,Product 4,November,2022,01-Nov-22,83313,2022-2023
Customer 1,Product 4,December,2022,01-Dec-22,582763,2022-2023
Customer 8,Product 4,April,2022,01-Apr-22,2275759,2022-2023
Customer 8,Product 4,May,2022,01-May-22,3213968,2022-2023
Customer 8,Product 4,June,2022,01-Jun-22,3291062,2022-2023
Customer 8,Product 4,July,2022,01-Jul-22,4734547,2022-2023
Customer 8,Product 4,August,2022,01-Aug-22,4777758,2022-2023
Customer 8,Product 4,September,2022,01-Sep-22,4987689,2022-2023
Customer 8,Product 4,October,2022,01-Oct-22,8179407,2022-2023
Customer 8,Product 4,November,2022,01-Nov-22,4917181,2022-2023
Customer 8,Product 4,December,2022,01-Dec-22,2906634,2022-2023
Customer 13,Product 4,April,2022,01-Apr-22,401195,2022-2023
Customer 13,Product 4,May,2022,01-May-22,3397734,2022-2023
Customer 13,Product 4,June,2022,01-Jun-22,511231,2022-2023
Customer 13,Product 4,July,2022,01-Jul-22,640746,2022-2023
Customer 13,Product 4,August,2022,01-Aug-22,1336010,2022-2023
Customer 13,Product 4,September,2022,01-Sep-22,1007782,2022-2023
Customer 13,Product 4,October,2022,01-Oct-22,1403116,2022-2023
Customer 13,Product 4,November,2022,01-Nov-22,3757755,2022-2023
Customer 13,Product 4,December,2022,01-Dec-22,620518,2022-2023
Customer 14,Product 4,May,2022,01-May-22,94174,2022-2023
Customer 14,Product 4,June,2022,01-Jun-22,23022,2022-2023
Customer 14,Product 4,September,2022,01-Sep-22,3919553,2022-2023
